epoch,loss
0,1.5863235473632813
1,1.1392164866129557
2,0.616428820292155
3,0.26331790288289386
4,0.2026928424835205
5,0.18668610254923504
6,0.17745879491170247
7,0.17544687589009603
8,0.17243142127990724
9,0.16775633494059244
