epoch,average_reward
0,0.27466666666666667
1,0.26200000000000007
2,0.33999999999999997
3,0.5473333333333332
4,0.4466666666666666
5,0.6266666666666668
6,0.37399999999999994
7,0.2873333333333334
8,0.2206666666666667
9,0.12399999999999994
