epoch,average_reward
0,0.49407407407407405
1,0.3533333333333333
2,0.4074074074074074
3,0.4688888888888888
4,0.4508333333333333
5,0.41481481481481464
6,0.3500925925925926
7,0.39768518518518514
8,0.4688888888888888
9,0.34592592592592586
10,0.4614814814814814
11,0.35333333333333333
12,0.3766666666666666
13,0.27564814814814814
14,0.43490740740740735
15,0.4009259259259259
16,0.438148148148148
17,0.3394444444444444
18,0.5229629629629629
19,0.3775925925925925
